Order_id,Order Date,Product Name,Category,Region,Quantity,Sales,Profit
864,16-09-2022,Mouse,Accessories,East,2,442,28.13
865,13-01-2023,Smartphone,Electronics,East,6,2478,153.86
866,22-01-2022,Keyboard,Accessories,South,2,1860,327.15
867,24-05-2022,Monitor,Accessories,East,9,4968,991.82
868,05-03-2023,Printer,Office,South,3,1446,278.94
869,25-04-2023,Mouse,Accessories,East,7,1722,414.87
870,13-07-2024,Smartwatch,Electronics,East,7,6573,460.28
871,01-09-2024,Headphones,Accessories,East,3,2481,249.52
872,26-12-2024,Monitor,Accessories,West,6,3828,1102.86
873,20-08-2023,Tablet,Electronics,East,7,1197,103.34
874,09-01-2022,Tablet,Electronics,West,7,7623,1459.84
875,14-08-2022,Mouse,Accessories,North,9,3384,252.11
876,01-01-2022,Monitor,Accessories,South,8,1296,273.97
877,25-07-2024,Tablet,Electronics,West,8,2840,262.62
878,22-08-2024,Camera,Electronics,East,7,1540,342.93
879,28-06-2022,Camera,Electronics,West,2,1414,308.39
880,26-04-2023,Camera,Electronics,West,8,8328,466.38
881,29-08-2023,Camera,Electronics,North,2,744,217.21
882,02-01-2023,Mouse,Accessories,South,9,1773,168.01
883,11-08-2023,Smartphone,Electronics,East,7,6034,1018.37
884,22-06-2023,Smartphone,Electronics,South,9,756,99.21
885,27-07-2024,Monitor,Accessories,East,8,2256,468.52
886,30-11-2023,Monitor,Accessories,North,7,875,203.63
887,26-11-2024,Headphones,Accessories,South,4,1208,115.13
888,15-08-2023,Headphones,Accessories,South,2,352,54.19
889,23-02-2023,Printer,Office,West,6,4266,357.51
890,26-03-2022,Tablet,Electronics,North,7,1841,496.89
891,27-07-2024,Camera,Electronics,East,1,712,89.5
892,23-03-2024,Printer,Office,West,2,724,72.19
893,09-12-2024,Smartphone,Electronics,West,8,5832,662.72
894,17-06-2023,Keyboard,Accessories,South,6,4188,989.14
895,21-09-2023,Tablet,Electronics,West,1,392,50.7
896,14-05-2022,Laptop,Electronics,East,9,963,49.71
897,13-04-2024,Camera,Electronics,West,6,5706,319.46
898,11-06-2024,Headphones,Accessories,West,7,1365,312.04
899,23-05-2023,Headphones,Accessories,South,1,202,11.24
900,24-12-2023,Smartphone,Electronics,North,9,2430,613.67
901,26-04-2023,Monitor,Accessories,South,3,2670,515.39
902,21-01-2022,Tablet,Electronics,South,7,2758,520.66
903,14-10-2022,Monitor,Accessories,South,9,873,82.35
904,23-08-2023,Smartwatch,Electronics,West,9,7245,1410.92
905,13-09-2023,Camera,Electronics,North,4,960,255.24
906,28-12-2024,Smartwatch,Electronics,East,4,1284,171.02
907,09-06-2023,Mouse,Accessories,West,4,512,110.47
908,10-07-2022,Smartwatch,Electronics,South,9,9729,2039.41
909,11-01-2023,Camera,Electronics,North,5,1580,166.16
910,26-07-2023,Mouse,Accessories,East,8,976,234.24
911,05-01-2024,Printer,Office,North,8,1824,495.35
912,08-05-2023,Smartphone,Electronics,South,4,3188,202.81
913,29-11-2023,Camera,Electronics,East,7,5467,556.02
914,05-09-2024,Smartphone,Electronics,South,6,5406,1277.46
915,08-08-2024,Headphones,Accessories,East,8,2984,742.31
916,12-04-2023,Printer,Office,North,1,919,193.35
917,18-08-2023,Camera,Electronics,South,6,1686,426.72
918,02-06-2023,Laptop,Electronics,West,7,4165,493.24
919,17-11-2023,Smartphone,Electronics,West,7,1281,282.63
920,17-06-2024,Smartwatch,Electronics,East,3,2829,362.16
921,06-04-2024,Monitor,Accessories,West,3,2211,292.31
922,18-12-2024,Headphones,Accessories,East,4,4740,607.81
923,09-12-2023,Camera,Electronics,East,1,718,169.09
924,10-10-2022,Headphones,Accessories,North,6,1716,108.81
925,22-04-2024,Monitor,Accessories,South,7,1547,152.59
926,14-06-2022,Mouse,Accessories,North,1,739,111.18
927,03-09-2023,Laptop,Electronics,West,3,819,231.88
928,19-12-2023,Laptop,Electronics,South,8,5696,1156.3
929,22-01-2023,Monitor,Accessories,South,2,1706,184.71
930,23-01-2024,Camera,Electronics,North,2,2066,608.23
931,07-06-2024,Laptop,Electronics,North,2,256,35.66
932,04-02-2024,Smartphone,Electronics,North,2,1102,182.54
933,31-08-2024,Monitor,Accessories,North,8,2872,483.94
934,11-11-2024,Tablet,Electronics,East,4,2584,394.52
935,27-07-2024,Mouse,Accessories,North,2,1366,298.32
936,11-05-2024,Smartwatch,Electronics,South,7,1253,354.23
937,24-03-2023,Laptop,Electronics,West,7,2618,300.81
938,22-09-2022,Headphones,Accessories,East,9,6822,1811.37
939,05-11-2023,Keyboard,Accessories,East,6,5286,636.16
940,13-06-2024,Monitor,Accessories,North,1,579,133.57
941,28-02-2022,Laptop,Electronics,West,8,1392,190.99
942,14-11-2022,Laptop,Electronics,West,9,2493,696.69
943,17-09-2023,Smartphone,Electronics,North,7,6461,766.45
944,17-08-2022,Tablet,Electronics,East,2,1486,201.07
945,14-05-2023,Printer,Office,South,1,1152,280.28
946,12-03-2022,Smartwatch,Electronics,West,2,1750,103.99
947,12-07-2022,Smartphone,Electronics,West,7,4417,495.37
948,05-07-2024,Laptop,Electronics,South,4,3724,276.85
949,16-06-2023,Camera,Electronics,West,3,2220,121.14
950,20-06-2023,Monitor,Accessories,West,8,9104,2620.58
951,08-08-2024,Printer,Office,West,3,3093,584.23
952,01-03-2023,Headphones,Accessories,South,6,3048,842.24
953,02-05-2022,Smartphone,Electronics,North,1,161,36.58
954,23-07-2023,Monitor,Accessories,West,7,7238,1889.69
955,30-03-2024,Smartphone,Electronics,North,3,3561,347.31
956,07-08-2022,Monitor,Accessories,North,5,1850,534.39
957,06-03-2022,Mouse,Accessories,West,6,3522,626.72
958,24-11-2023,Smartwatch,Electronics,East,1,584,172.4
959,31-08-2023,Smartphone,Electronics,East,4,2556,412.44
960,14-10-2023,Smartphone,Electronics,South,2,348,56.31
961,16-05-2023,Monitor,Accessories,South,9,1602,142.49
962,19-06-2023,Monitor,Accessories,South,3,2853,437.59
963,21-07-2023,Printer,Office,West,1,1024,230.3
964,20-03-2022,Camera,Electronics,East,5,4485,1324.49
965,06-08-2023,Printer,Office,East,2,436,79.69
966,21-10-2024,Smartwatch,Electronics,North,2,2232,150.12
967,14-08-2022,Keyboard,Accessories,South,6,7056,1445.01
968,15-03-2022,Keyboard,Accessories,East,5,875,96.65
969,01-02-2022,Smartwatch,Electronics,East,3,315,61.94
970,24-04-2022,Laptop,Electronics,East,2,358,51.75
971,23-03-2023,Camera,Electronics,South,7,3451,194.42
972,10-02-2022,Laptop,Electronics,North,9,1350,189.13
973,19-10-2023,Tablet,Electronics,West,8,3320,413.32
974,10-09-2024,Mouse,Accessories,North,9,8442,940.33
975,17-06-2022,Keyboard,Accessories,South,1,166,31.97
976,09-08-2023,Mouse,Accessories,North,5,3720,448.6
977,11-07-2023,Laptop,Electronics,South,2,1090,136.65
978,05-01-2024,Laptop,Electronics,West,9,9783,2347.49
979,22-09-2022,Smartphone,Electronics,North,4,2432,657.18
980,22-06-2023,Mouse,Accessories,North,7,4060,291.42
981,26-03-2023,Smartwatch,Electronics,North,1,387,99.59
982,11-08-2023,Smartwatch,Electronics,North,3,966,120.56
983,17-05-2024,Tablet,Electronics,North,3,3366,882.29
984,30-06-2024,Monitor,Accessories,West,7,7833,1843.94
985,09-04-2023,Monitor,Accessories,West,1,610,33.55
986,28-05-2022,Smartwatch,Electronics,West,8,4288,597.09
987,18-07-2022,Printer,Office,North,9,7740,605.35
988,20-08-2024,Smartwatch,Electronics,West,9,3150,457.13
989,31-12-2023,Keyboard,Accessories,West,2,894,224.75
990,09-10-2022,Laptop,Electronics,North,8,7544,1219.73
991,01-03-2024,Keyboard,Accessories,North,8,6360,1871.88
992,19-03-2022,Smartphone,Electronics,West,4,2428,485.75
993,05-10-2022,Headphones,Accessories,South,2,574,38.52
994,25-04-2023,Keyboard,Accessories,West,6,6744,660.47
995,11-09-2023,Headphones,Accessories,North,6,798,213.4
996,13-01-2023,Printer,Office,North,5,2860,339
997,03-04-2022,Printer,Office,South,5,5410,1129.77
998,26-02-2023,Laptop,Electronics,West,5,4445,580.15
999,03-11-2024,Smartwatch,Electronics,South,8,7536,1197.09
1000,26-09-2023,Monitor,Accessories,North,7,4165,263.26
1001,19-02-2024,Laptop,Electronics,East,3,3021,763.99
1002,29-04-2024,Keyboard,Accessories,North,2,310,70.66
1003,15-05-2024,Headphones,Accessories,South,2,2170,522
1004,22-10-2024,Tablet,Electronics,West,3,2832,317.76
1005,31-07-2022,Smartwatch,Electronics,West,5,3945,392.09
1006,10-09-2022,Tablet,Electronics,South,4,2104,308
1007,24-08-2022,Monitor,Accessories,South,2,2060,517.64
1008,23-06-2024,Printer,Office,North,4,1060,155.78
1009,13-01-2023,Smartwatch,Electronics,South,6,810,108.61
1010,23-09-2022,Laptop,Electronics,West,3,873,57.42
1011,08-02-2022,Tablet,Electronics,West,5,595,121.11
1012,18-12-2022,Laptop,Electronics,West,2,1562,119.56
1013,25-01-2022,Smartwatch,Electronics,East,9,5337,1575.99
1014,09-12-2022,Printer,Office,North,2,212,13.4
1015,14-06-2023,Printer,Office,East,8,2704,705.74
1016,31-05-2024,Laptop,Electronics,North,5,3225,523.32
1017,07-08-2023,Monitor,Accessories,North,2,1342,184.59
1018,13-07-2022,Mouse,Accessories,South,7,3395,1012.78
1019,01-12-2024,Smartwatch,Electronics,East,4,3968,480.72
1020,12-04-2024,Smartphone,Electronics,West,5,4555,776.65
1021,26-02-2022,Tablet,Electronics,West,2,2132,365.44
1022,31-03-2022,Mouse,Accessories,West,6,6516,842.83
1023,17-08-2023,Smartwatch,Electronics,North,2,2040,481.15
1024,23-09-2024,Mouse,Accessories,East,6,6126,428.38
1025,11-09-2022,Smartwatch,Electronics,West,8,520,30.58
1026,01-01-2023,Camera,Electronics,South,5,4470,526.96
1027,12-07-2024,Smartwatch,Electronics,West,8,5504,1196.78
1028,11-01-2022,Headphones,Accessories,West,4,3036,511.69
1029,05-10-2024,Smartwatch,Electronics,East,5,2725,308.29
1030,16-09-2024,Printer,Office,North,8,4080,336.96
1031,23-05-2024,Keyboard,Accessories,North,8,3080,776.6
1032,08-06-2023,Smartwatch,Electronics,North,5,1525,413.75
1033,16-07-2022,Monitor,Accessories,South,4,1332,342.85
1034,24-07-2023,Smartphone,Electronics,South,7,4669,803.21
1035,12-03-2022,Smartwatch,Electronics,West,6,5310,1099.84
1036,12-01-2023,Camera,Electronics,East,8,9392,2651.84
1037,03-11-2022,Monitor,Accessories,South,5,1350,198.19
1038,14-03-2024,Monitor,Accessories,North,4,3648,768.61
1039,27-07-2023,Printer,Office,North,2,300,47.59
1040,14-08-2022,Smartphone,Electronics,North,3,3408,727.26
1041,17-11-2024,Keyboard,Accessories,South,9,4302,475.96
1042,13-05-2024,Keyboard,Accessories,South,5,4575,771.24
1043,21-10-2022,Laptop,Electronics,East,8,9304,1855.7
1044,15-04-2024,Monitor,Accessories,East,4,1928,232.48
1045,17-01-2023,Printer,Office,East,2,1042,86.24
1046,28-11-2023,Tablet,Electronics,East,3,2214,507.7
1047,03-05-2024,Keyboard,Accessories,South,4,3024,678.26
1048,11-08-2023,Camera,Electronics,East,2,1104,173.01
1049,26-07-2022,Mouse,Accessories,East,8,6056,1631.71
1050,07-02-2023,Mouse,Accessories,South,5,5295,1375.98
1051,19-01-2022,Smartphone,Electronics,North,4,3668,839.4
1052,30-06-2023,Printer,Office,South,9,4293,295.47
1053,19-08-2022,Mouse,Accessories,North,7,5789,950.45
1054,27-08-2023,Smartwatch,Electronics,North,6,4440,800.92
1055,10-03-2022,Printer,Office,South,5,5515,330.02
1056,12-10-2024,Camera,Electronics,North,4,784,192.77
1057,15-06-2024,Laptop,Electronics,East,4,576,156.59
1058,09-09-2024,Smartwatch,Electronics,West,5,705,198.62
1059,24-09-2023,Keyboard,Accessories,North,6,4458,1215.3
1060,25-08-2022,Smartphone,Electronics,East,6,6780,811.92
1061,01-10-2023,Smartwatch,Electronics,North,5,3970,642.7
1062,08-01-2023,Monitor,Accessories,North,7,5131,368.11
1063,02-10-2022,Laptop,Electronics,East,7,1750,90.21
1064,11-02-2022,Tablet,Electronics,East,7,8337,753.35
1065,15-09-2022,Keyboard,Accessories,East,9,9810,549.46
1066,28-01-2024,Keyboard,Accessories,East,3,2658,794.36
1067,23-07-2022,Printer,Office,West,1,473,43.65
1068,14-01-2022,Tablet,Electronics,North,9,2205,410.01
1069,13-06-2023,Smartphone,Electronics,South,9,6948,1409.3
1070,09-09-2022,Tablet,Electronics,North,3,774,212.02
1071,26-12-2023,Tablet,Electronics,North,3,2532,343.13
1072,16-11-2024,Laptop,Electronics,West,7,6587,1173.91
1073,01-04-2024,Smartphone,Electronics,East,7,7266,806.79
1074,27-11-2024,Smartphone,Electronics,East,7,6867,502.06
1075,01-07-2023,Camera,Electronics,South,9,4887,396.36
1076,13-02-2023,Mouse,Accessories,West,4,864,251.99
1077,09-11-2023,Smartphone,Electronics,East,6,5190,1215.07
1078,20-05-2022,Keyboard,Accessories,South,8,2128,294.45
1079,26-06-2024,Mouse,Accessories,East,2,1718,218.82
1080,02-05-2022,Smartphone,Electronics,North,2,1270,229.39
1081,18-05-2023,Keyboard,Accessories,East,7,2569,130.19
1082,14-02-2022,Printer,Office,South,2,1518,262.65
1083,22-11-2022,Headphones,Accessories,South,2,1210,268.37
1084,15-03-2022,Mouse,Accessories,East,2,1128,94.13
1085,23-08-2023,Headphones,Accessories,North,1,1077,77.97
1086,18-12-2023,Keyboard,Accessories,East,6,2244,517.47
1087,16-09-2022,Mouse,Accessories,West,8,1608,464.18
1088,15-12-2024,Camera,Electronics,West,5,3685,476.2
1089,25-04-2024,Camera,Electronics,North,8,4080,1079.49
1090,09-02-2024,Monitor,Accessories,North,1,404,84.4
1091,19-04-2023,Keyboard,Accessories,South,2,1738,163.38
1092,31-01-2023,Printer,Office,West,3,828,210.33
1093,24-11-2023,Mouse,Accessories,North,4,4344,461.72
1094,02-10-2023,Tablet,Electronics,North,1,1130,268.88
1095,18-04-2024,Headphones,Accessories,North,3,1698,304.91
1096,27-06-2023,Tablet,Electronics,East,4,844,136.02
1097,20-02-2023,Printer,Office,West,2,2286,218.18
1098,12-12-2023,Camera,Electronics,East,2,1026,170.31
1099,04-10-2023,Laptop,Electronics,West,6,6984,1433.65
1100,18-02-2022,Monitor,Accessories,West,4,1672,432.35
1101,08-01-2023,Laptop,Electronics,North,6,1092,63.98
1102,01-04-2024,Headphones,Accessories,South,2,272,24.71
1103,12-11-2023,Headphones,Accessories,West,2,1126,204.99
1104,22-10-2023,Mouse,Accessories,West,7,8155,2177.38
1105,29-03-2023,Smartwatch,Electronics,East,7,4298,358.38
1106,17-12-2022,Smartphone,Electronics,East,5,1365,310.66
1107,28-11-2024,Camera,Electronics,West,6,4116,381.35
1108,07-04-2022,Headphones,Accessories,South,8,904,181.45
1109,05-12-2024,Smartwatch,Electronics,South,1,70,10.64
1110,03-09-2023,Keyboard,Accessories,East,2,344,72.87
1111,19-08-2023,Printer,Office,East,1,330,78.52
1112,17-08-2024,Headphones,Accessories,South,2,518,34.22
1113,18-08-2022,Mouse,Accessories,North,9,2763,458.4
1114,26-03-2022,Smartwatch,Electronics,North,2,2298,343.53
1115,02-10-2024,Monitor,Accessories,South,1,436,73.89
1116,28-09-2022,Mouse,Accessories,East,6,1824,213.47
1117,12-05-2024,Laptop,Electronics,North,5,1540,411.83
1118,14-03-2023,Tablet,Electronics,East,7,5572,385.82
1119,21-09-2023,Monitor,Accessories,East,6,3030,335.71
1120,02-05-2024,Monitor,Accessories,West,5,1245,345.84
1121,31-01-2022,Tablet,Electronics,South,4,1252,326.69
1122,04-06-2024,Camera,Electronics,North,9,4959,479.28
1123,16-02-2023,Monitor,Accessories,West,7,8162,443.81
1124,26-05-2023,Monitor,Accessories,East,5,1370,253.92
1125,28-12-2023,Tablet,Electronics,North,3,3111,607.23
1126,10-10-2022,Mouse,Accessories,South,7,7805,1078.03
1127,21-04-2024,Smartphone,Electronics,South,9,10314,2729.6
1128,29-09-2023,Keyboard,Accessories,South,9,10782,2730.14
1129,22-10-2024,Monitor,Accessories,West,5,4375,987.96
1130,31-07-2023,Monitor,Accessories,North,5,2265,595.05
1131,15-04-2022,Laptop,Electronics,East,1,166,9.69
1132,24-04-2024,Headphones,Accessories,North,7,7217,1481.7
1133,16-01-2022,Tablet,Electronics,East,3,1767,186.54
1134,06-12-2023,Laptop,Electronics,East,3,2883,557.81
1135,04-09-2024,Smartwatch,Electronics,South,3,1338,396.08
1136,24-08-2024,Printer,Office,East,9,9459,604.06
1137,10-06-2022,Printer,Office,North,3,168,45.31
1138,03-10-2022,Smartphone,Electronics,South,9,4536,479.78
1139,25-02-2022,Mouse,Accessories,East,4,4404,793.7
1140,18-08-2023,Monitor,Accessories,North,4,1952,148.67
1141,23-12-2022,Mouse,Accessories,North,3,2004,467.76
1142,30-06-2022,Keyboard,Accessories,South,4,468,131.48
1143,10-11-2024,Smartphone,Electronics,West,9,8667,1597.49
1144,24-02-2024,Printer,Office,West,7,6097,567.32
1145,11-04-2022,Headphones,Accessories,South,9,4752,1415.65
1146,10-05-2023,Keyboard,Accessories,East,1,1172,124.9
1147,20-05-2022,Keyboard,Accessories,North,2,1608,170.29
1148,21-05-2023,Printer,Office,South,7,7595,969.07
1149,17-07-2024,Smartwatch,Electronics,West,1,1142,306.84
1150,18-11-2024,Keyboard,Accessories,North,2,116,13.67
1151,06-06-2022,Smartphone,Electronics,East,9,3951,908.13
1152,21-12-2023,Keyboard,Accessories,East,2,1606,138.96
1153,16-11-2022,Headphones,Accessories,South,3,2025,403
1154,24-07-2023,Smartwatch,Electronics,West,2,2006,235.52
1155,05-06-2024,Camera,Electronics,South,9,9423,652.06
1156,24-08-2022,Laptop,Electronics,North,4,2276,399.94
1157,22-08-2022,Monitor,Accessories,West,5,4880,664.06
1158,18-11-2024,Laptop,Electronics,East,3,1773,183.15
1159,21-01-2023,Smartwatch,Electronics,South,9,2718,195.97
1160,07-11-2022,Headphones,Accessories,East,4,3168,939.45
1161,31-01-2022,Camera,Electronics,West,2,1716,368.06
1162,07-02-2024,Smartphone,Electronics,West,2,214,14.08
1163,04-06-2024,Camera,Electronics,East,2,2092,366.12
1164,21-03-2024,Headphones,Accessories,West,3,225,46.96
1165,26-03-2023,Smartwatch,Electronics,East,1,859,217.67
1166,10-04-2022,Printer,Office,West,2,2070,183.41
1167,10-06-2024,Keyboard,Accessories,South,6,3240,758.19
1168,08-10-2022,Tablet,Electronics,East,2,1748,506.52
1169,06-07-2023,Mouse,Accessories,West,8,2080,108.48
1170,18-06-2022,Smartwatch,Electronics,North,3,2193,521.14
1171,08-06-2023,Headphones,Accessories,West,5,2080,614.77
1172,13-05-2022,Mouse,Accessories,South,5,5070,986.39
1173,08-03-2024,Laptop,Electronics,South,7,469,47.4
1174,08-10-2023,Printer,Office,South,1,802,153.55
1175,31-12-2024,Smartphone,Electronics,West,6,930,213.6
1176,11-03-2022,Smartwatch,Electronics,South,1,495,55.17
1177,01-08-2024,Monitor,Accessories,East,6,4938,847.89
1178,21-08-2022,Tablet,Electronics,South,2,1300,267.46
1179,11-12-2024,Mouse,Accessories,South,7,2100,131.67
1180,13-03-2024,Camera,Electronics,South,2,2248,636.52
1181,05-12-2023,Headphones,Accessories,North,8,7096,991.23
1182,13-05-2022,Headphones,Accessories,East,3,1992,252.21
1183,29-01-2022,Camera,Electronics,South,4,4056,1189.26
1184,22-12-2022,Camera,Electronics,East,2,1986,208.88
1185,07-04-2024,Printer,Office,East,3,1635,196.73
1186,05-03-2022,Smartwatch,Electronics,East,9,3132,443.27
1187,21-05-2023,Smartphone,Electronics,South,8,7064,1554.52
1188,16-03-2024,Camera,Electronics,East,1,907,249.2
1189,14-01-2023,Mouse,Accessories,South,9,7938,1191.41
1190,11-11-2023,Printer,Office,South,4,4360,1207.46
1191,19-08-2024,Keyboard,Accessories,West,3,375,95.04
1192,24-09-2022,Monitor,Accessories,North,7,826,101.01
1193,04-11-2023,Headphones,Accessories,East,1,1011,186.42
1194,09-09-2023,Mouse,Accessories,East,3,807,148.58
1195,17-12-2024,Headphones,Accessories,North,2,1840,367.7
1196,07-02-2022,Keyboard,Accessories,West,5,4550,1039.34
1197,07-01-2024,Smartphone,Electronics,North,9,8793,901.7
1198,09-07-2024,Headphones,Accessories,North,5,310,32.01
1199,28-11-2023,Headphones,Accessories,East,3,1143,275.04
1200,10-03-2022,Monitor,Accessories,West,3,2610,740.21
1201,31-07-2022,Tablet,Electronics,West,6,1494,269.25
1202,05-07-2023,Smartphone,Electronics,North,4,1524,189.32
1203,21-11-2023,Tablet,Electronics,North,9,9441,2171.42
1204,18-06-2022,Smartphone,Electronics,South,4,3520,417.26
1205,29-03-2023,Tablet,Electronics,West,2,390,103.99
1206,27-01-2024,Printer,Office,South,3,3219,255.09
1207,29-09-2024,Laptop,Electronics,North,1,450,75.89
1208,12-08-2023,Smartwatch,Electronics,South,4,828,216.98
1209,17-01-2022,Printer,Office,East,1,1146,152.79
1210,09-07-2024,Monitor,Accessories,West,3,1986,361.33
1211,21-03-2023,Smartwatch,Electronics,North,8,7264,1776.83
1212,08-06-2023,Laptop,Electronics,East,7,7469,915.63
1213,19-03-2024,Laptop,Electronics,South,5,1385,165.55
1214,13-03-2023,Tablet,Electronics,North,4,4556,315.07
1215,08-02-2024,Monitor,Accessories,North,3,456,61.42
1216,15-11-2024,Monitor,Accessories,North,2,1984,125.13
1217,17-09-2024,Smartwatch,Electronics,North,6,5178,1321.58
1218,11-05-2023,Smartwatch,Electronics,West,1,281,30.51
1219,26-11-2024,Monitor,Accessories,South,9,3033,177.92
1220,27-03-2022,Camera,Electronics,East,3,1107,65.88
1221,10-04-2022,Mouse,Accessories,South,3,1446,356.7
1222,27-07-2024,Printer,Office,North,3,1335,263.04
1223,23-01-2023,Mouse,Accessories,South,2,266,20.11
1224,22-04-2024,Smartphone,Electronics,West,6,648,162.3
1225,15-03-2023,Tablet,Electronics,South,2,344,80.87
1226,25-05-2024,Smartphone,Electronics,West,6,5724,1640.19
1227,16-03-2022,Headphones,Accessories,East,5,4920,323.38
1228,07-01-2023,Camera,Electronics,West,5,5440,457.04
1229,25-04-2024,Smartphone,Electronics,West,7,7994,908.65
1230,23-10-2023,Camera,Electronics,South,9,3780,724.36
1231,27-05-2023,Smartphone,Electronics,North,1,1017,209.97
1232,31-01-2023,Smartphone,Electronics,West,6,1578,82.85
1233,09-10-2023,Smartphone,Electronics,South,2,912,161.37
1234,29-04-2024,Laptop,Electronics,West,6,2520,182.59
1235,06-12-2024,Mouse,Accessories,East,8,2632,262.55
1236,10-07-2023,Monitor,Accessories,West,6,6582,729.68
1237,16-01-2024,Camera,Electronics,East,8,3432,172.69
1238,10-09-2023,Keyboard,Accessories,South,2,1030,254.65
1239,13-10-2022,Mouse,Accessories,West,8,1192,289.91
1240,24-07-2024,Printer,Office,West,9,7083,994.47
1241,22-02-2022,Printer,Office,South,7,3675,227.14
1242,30-10-2023,Monitor,Accessories,North,4,4740,833.27
1243,14-04-2024,Headphones,Accessories,East,4,1716,364.96
1244,07-02-2023,Printer,Office,South,7,3528,260.06
1245,22-06-2022,Camera,Electronics,South,3,777,71.72
1246,29-04-2022,Camera,Electronics,East,4,3368,558.93
1247,11-10-2022,Tablet,Electronics,North,4,4240,251.46
1248,15-04-2022,Laptop,Electronics,South,3,3285,292.87
1249,14-01-2023,Smartphone,Electronics,South,6,4872,612.73
1250,24-08-2022,Smartphone,Electronics,East,9,2466,638.41
1251,26-10-2024,Tablet,Electronics,West,5,2465,497.19
1252,15-05-2023,Tablet,Electronics,North,3,612,40.15
1253,25-10-2022,Tablet,Electronics,South,5,4170,658.98
1254,13-03-2023,Camera,Electronics,South,8,1088,160.33
1255,30-07-2024,Keyboard,Accessories,West,2,1626,354.49
1256,06-11-2023,Smartphone,Electronics,North,6,6486,359.49
1257,14-12-2022,Monitor,Accessories,West,8,6968,1226.22
1258,03-01-2024,Smartphone,Electronics,North,1,357,82.86
1259,17-02-2024,Laptop,Electronics,South,1,454,58.4
1260,04-04-2024,Tablet,Electronics,East,3,3582,501.47
1261,25-06-2024,Tablet,Electronics,West,9,3762,484.75
1262,31-10-2024,Smartwatch,Electronics,South,9,6642,394.48
1263,25-09-2024,Monitor,Accessories,West,4,408,45.2
1264,08-03-2024,Tablet,Electronics,West,1,105,25.26
1265,04-05-2024,Tablet,Electronics,West,3,2682,584.69
1266,11-07-2022,Keyboard,Accessories,East,7,497,76.31
1267,19-08-2022,Printer,Office,South,7,4823,420.58
1268,01-10-2024,Smartwatch,Electronics,North,8,4048,666.1
1269,19-10-2023,Printer,Office,South,7,2758,459.02
1270,23-12-2022,Smartphone,Electronics,North,8,4096,266.35
1271,11-10-2024,Printer,Office,North,8,7264,1318
1272,09-04-2022,Mouse,Accessories,East,6,4302,957.38
1273,03-03-2022,Printer,Office,North,7,3297,583.86
1274,27-01-2023,Printer,Office,North,5,5960,1139.78
1275,22-01-2024,Keyboard,Accessories,West,1,386,114.9
1276,20-01-2022,Printer,Office,West,1,684,170.36
1277,15-06-2022,Laptop,Electronics,South,3,1275,168.64
1278,18-05-2023,Mouse,Accessories,North,9,5949,368.51
1279,06-02-2023,Camera,Electronics,East,7,5159,755.22
1280,01-07-2022,Monitor,Accessories,North,4,1100,127.13
1281,26-01-2024,Mouse,Accessories,South,2,290,50.23
1282,05-08-2023,Smartwatch,Electronics,East,8,7144,492.1
1283,09-08-2022,Keyboard,Accessories,West,5,4200,330.48
1284,08-02-2022,Monitor,Accessories,North,6,5022,291.89
1285,13-12-2024,Smartphone,Electronics,West,2,2354,371.34
1286,10-10-2024,Smartphone,Electronics,South,2,2032,149.7
1287,15-10-2024,Printer,Office,South,8,9528,1942.35
1288,25-05-2024,Keyboard,Accessories,South,2,2372,275.88
1289,14-02-2022,Laptop,Electronics,West,3,2703,609.75
1290,04-05-2023,Laptop,Electronics,South,4,1264,267.82
1291,21-05-2024,Smartphone,Electronics,South,4,1624,333.74
1292,14-05-2023,Mouse,Accessories,West,8,2976,507.77
1293,02-07-2024,Headphones,Accessories,West,6,4998,863.82
1294,18-04-2024,Printer,Office,South,1,445,29.57
1295,20-10-2022,Printer,Office,West,1,98,28.57
1296,22-08-2022,Tablet,Electronics,North,7,4102,354.03
1297,11-01-2022,Printer,Office,North,1,1016,171.31
1298,18-08-2023,Headphones,Accessories,South,4,1960,234.88
1299,15-09-2024,Mouse,Accessories,West,7,2751,675.95
1300,15-07-2022,Smartphone,Electronics,East,7,4032,742.98
1301,28-07-2024,Smartphone,Electronics,West,7,5978,1791.25
1302,16-12-2023,Headphones,Accessories,West,7,8050,2129.97
1303,24-05-2024,Monitor,Accessories,East,7,4648,1240.98
1304,14-06-2022,Smartphone,Electronics,North,3,1119,108.68
1305,14-06-2023,Printer,Office,South,9,2178,382.67
1306,11-12-2024,Laptop,Electronics,East,1,918,180.31
1307,05-02-2023,Smartphone,Electronics,East,9,6903,837.35
1308,21-08-2023,Keyboard,Accessories,North,5,4855,534.23
1309,18-12-2023,Camera,Electronics,South,2,2158,483.94
1310,13-04-2023,Mouse,Accessories,North,7,4550,1077.8
1311,24-09-2023,Tablet,Electronics,West,4,3592,249.54
1312,19-12-2022,Tablet,Electronics,South,8,3488,943.25
1313,21-05-2022,Monitor,Accessories,North,2,1214,163.8
1314,21-09-2024,Mouse,Accessories,West,9,7200,1469.23
1315,24-03-2023,Laptop,Electronics,East,8,1808,339.31
1316,29-12-2022,Camera,Electronics,West,9,7083,560.88
1317,05-06-2024,Monitor,Accessories,East,4,1060,260.21
1318,17-11-2022,Smartwatch,Electronics,South,9,7182,461.61
1319,07-05-2024,Smartphone,Electronics,West,6,5532,552.74
